X--Trace 1::[interactive: TIME],Y--Trace 1::[PR1: V(1)],,X--Trace 2::[interactive: TIME],Y--Trace 2::[PR1: I(V1)]
0.92153,2.463764087326585,,0.92153,-0.0052770647339256405
0.92157,2.160898231711056,,0.92157,-0.004279777229419028
0.92165,1.5947016401500995,,0.92165,-0.00251786087370039
0.92175,0.947733566092684,,0.92175,-0.0006729471386315326
0.92185,0.35261784359822596,,0.92185,0.0008669589550716237
0.9219499999999999,-0.20402116327920794,,0.9219499999999999,0.0021805186437118193
0.9219999999999999,-0.4708940973060435,,0.9219999999999999,0.0027699679223123206
0.9220099999999999,-0.3913142176367044,,0.9220099999999999,0.0024979692256201476
0.9220299999999999,-0.23418951767685126,,0.9220299999999999,0.0019658064554232153
0.92207,0.068683560176864,,0.92207,0.000968518950916485
0.9221499999999999,0.6348773077559489,,0.9221499999999999,-0.000793397404802356
0.9222499999999999,1.2818476475535245,,0.9222499999999999,-0.0026383111398714056
0.9223499999999999,1.876968574225276,,0.9223499999999999,-0.004178217233574707
0.9224499999999999,2.4336041116512854,,0.9224499999999999,-0.00549177692221501
0.9225,2.7004770456787908,,0.9225,-0.006081226200816825
0.9225099999999999,2.6209257945120665,,0.9225099999999999,-0.005809227504122509
0.92253,2.463764087326585,,0.92253,-0.0052770647339256405
0.92257,2.160898231711056,,0.92257,-0.004279777229419028
0.92265,1.5947016401500995,,0.92265,-0.00251786087370039
0.92275,0.947733566092684,,0.92275,-0.0006729471386315326
0.92285,0.35261784359822596,,0.92285,0.0008669589550716237
0.9229499999999999,-0.20402116327920794,,0.9229499999999999,0.0021805186437118193
0.9229999999999999,-0.4708940973060435,,0.9229999999999999,0.0027699679223123206
0.9230099999999999,-0.3913142176367044,,0.9230099999999999,0.0024979692256201476
0.9230299999999999,-0.23418951767685126,,0.9230299999999999,0.0019658064554232153
0.92307,0.068683560176864,,0.92307,0.000968518950916485
0.9231499999999999,0.6348773077559489,,0.9231499999999999,-0.000793397404802356
0.9232499999999999,1.2818476475535245,,0.9232499999999999,-0.0026383111398714056
0.9233499999999999,1.876968574225276,,0.9233499999999999,-0.004178217233574707
0.9234499999999999,2.4336041116512854,,0.9234499999999999,-0.00549177692221501
0.9235,2.7004770456787908,,0.9235,-0.006081226200816825
0.9235099999999999,2.6209257945120665,,0.9235099999999999,-0.005809227504122509
0.92353,2.463764087326585,,0.92353,-0.0052770647339256405
0.92357,2.160898231711056,,0.92357,-0.004279777229419028
0.92365,1.5947016401500995,,0.92365,-0.00251786087370039
0.92375,0.947733566092684,,0.92375,-0.0006729471386315326
0.92385,0.35261784359822596,,0.92385,0.0008669589550716237
0.9239499999999999,-0.20402116327920794,,0.9239499999999999,0.0021805186437118193
0.9239999999999999,-0.4708940973060435,,0.9239999999999999,0.0027699679223123206
0.9240099999999999,-0.3913142176367044,,0.9240099999999999,0.0024979692256201476
0.9240299999999999,-0.23418951767685126,,0.9240299999999999,0.0019658064554232153
0.92407,0.068683560176864,,0.92407,0.000968518950916485
0.9241499999999999,0.6348773077559489,,0.9241499999999999,-0.000793397404802356
0.9242499999999999,1.2818476475535245,,0.9242499999999999,-0.0026383111398714056
0.9243499999999999,1.876968574225276,,0.9243499999999999,-0.004178217233574707
0.9244499999999999,2.4336041116512854,,0.9244499999999999,-0.00549177692221501
0.9245,2.7004770456787908,,0.9245,-0.006081226200816825
0.9245099999999999,2.6209257945120665,,0.9245099999999999,-0.005809227504122509
0.92453,2.463764087326585,,0.92453,-0.0052770647339256405
0.92457,2.160898231711056,,0.92457,-0.004279777229419028
0.92465,1.5947016401500995,,0.92465,-0.00251786087370039
0.92475,0.947733566092684,,0.92475,-0.0006729471386315326
0.92485,0.35261784359822596,,0.92485,0.0008669589550716237
0.9249499999999999,-0.20402116327920794,,0.9249499999999999,0.0021805186437118193
0.9249999999999999,-0.4708940973060435,,0.9249999999999999,0.0027699679223123206
0.9250099999999999,-0.3913142176367044,,0.9250099999999999,0.0024979692256201476
0.9250299999999999,-0.23418951767685126,,0.9250299999999999,0.0019658064554232153
0.92507,0.068683560176864,,0.92507,0.000968518950916485
0.9251499999999999,0.6348773077559489,,0.9251499999999999,-0.000793397404802356
0.9252499999999999,1.2818476475535245,,0.9252499999999999,-0.0026383111398714056
0.9253499999999999,1.876968574225276,,0.9253499999999999,-0.004178217233574707
0.9254499999999999,2.4336041116512854,,0.9254499999999999,-0.00549177692221501
0.9255,2.7004770456787908,,0.9255,-0.006081226200816825
0.9255099999999999,2.6209257945120665,,0.9255099999999999,-0.005809227504122509
0.92553,2.463764087326585,,0.92553,-0.0052770647339256405
0.92557,2.160898231711056,,0.92557,-0.004279777229419028
0.92565,1.5947016401500995,,0.92565,-0.00251786087370039
0.92575,0.947733566092684,,0.92575,-0.0006729471386315326
0.92585,0.35261784359822596,,0.92585,0.0008669589550716237
0.9259499999999999,-0.20402116327920794,,0.9259499999999999,0.0021805186437118193
0.9259999999999999,-0.4708940973060435,,0.9259999999999999,0.0027699679223123206
0.9260099999999999,-0.3913142176367044,,0.9260099999999999,0.0024979692256201476
0.9260299999999999,-0.23418951767685126,,0.9260299999999999,0.0019658064554232153
0.92607,0.068683560176864,,0.92607,0.000968518950916485
0.9261499999999999,0.6348773077559489,,0.9261499999999999,-0.000793397404802356
0.9262499999999999,1.2818476475535245,,0.9262499999999999,-0.0026383111398714056
0.9263499999999999,1.876968574225276,,0.9263499999999999,-0.004178217233574707
0.9264499999999999,2.4336041116512854,,0.9264499999999999,-0.00549177692221501
0.9265,2.7004770456787908,,0.9265,-0.006081226200816825
0.92651,2.6209257945120665,,0.92651,-0.005809227504122509
0.92653,2.463764087326585,,0.92653,-0.0052770647339256405
0.92657,2.160898231711056,,0.92657,-0.004279777229419028
0.92665,1.5947016401500995,,0.92665,-0.00251786087370039
0.92675,0.947733566092684,,0.92675,-0.0006729471386315326
0.92685,0.35261784359822596,,0.92685,0.0008669589550716237
0.9269499999999999,-0.20402116327920794,,0.9269499999999999,0.0021805186437118193
0.9269999999999999,-0.4708940973060435,,0.9269999999999999,0.0027699679223123206
0.9270099999999999,-0.3913142176367044,,0.9270099999999999,0.0024979692256201476
0.9270299999999999,-0.23418951767685126,,0.9270299999999999,0.0019658064554232153
0.92707,0.068683560176864,,0.92707,0.000968518950916485
0.9271499999999999,0.6348773077559489,,0.9271499999999999,-0.000793397404802356
0.9272499999999999,1.2818476475535245,,0.9272499999999999,-0.0026383111398714056
0.9273499999999999,1.876968574225276,,0.9273499999999999,-0.004178217233574707
0.9274499999999999,2.4336041116512854,,0.9274499999999999,-0.00549177692221501
0.9275,2.7004770456787908,,0.9275,-0.006081226200816825
0.92751,2.6209257945120665,,0.92751,-0.005809227504122509
0.92753,2.463764087326585,,0.92753,-0.0052770647339256405
0.92757,2.160898231711056,,0.92757,-0.004279777229419028
0.92765,1.5947016401500995,,0.92765,-0.00251786087370039
0.92775,0.947733566092684,,0.92775,-0.0006729471386315326
0.92785,0.35261784359822596,,0.92785,0.0008669589550716237
0.9279499999999999,-0.20402116327920794,,0.9279499999999999,0.0021805186437118193
0.9279999999999999,-0.4708940973060435,,0.9279999999999999,0.0027699679223123206
0.9280099999999999,-0.3913142176367044,,0.9280099999999999,0.0024979692256201476
0.9280299999999999,-0.23418951767685126,,0.9280299999999999,0.0019658064554232153
0.92807,0.068683560176864,,0.92807,0.000968518950916485
0.9281499999999999,0.6348773077559489,,0.9281499999999999,-0.000793397404802356
0.9282499999999999,1.2818476475535245,,0.9282499999999999,-0.0026383111398714056
0.9283499999999999,1.876968574225276,,0.9283499999999999,-0.004178217233574707
0.9284499999999999,2.4336041116512854,,0.9284499999999999,-0.00549177692221501
0.9285,2.7004770456787908,,0.9285,-0.006081226200816825
0.92851,2.6209257945120665,,0.92851,-0.005809227504122509
0.92853,2.463764087326585,,0.92853,-0.0052770647339256405
0.92857,2.160898231711056,,0.92857,-0.004279777229419028
0.92865,1.5947016401500995,,0.92865,-0.00251786087370039
0.92875,0.947733566092684,,0.92875,-0.0006729471386315326
0.92885,0.35261784359822596,,0.92885,0.0008669589550716237
0.9289499999999999,-0.20402116327920794,,0.9289499999999999,0.0021805186437118193
0.9289999999999999,-0.4708940973060435,,0.9289999999999999,0.0027699679223123206
0.9290099999999999,-0.3913142176367044,,0.9290099999999999,0.0024979692256201476
0.9290299999999999,-0.23418951767685126,,0.9290299999999999,0.0019658064554232153
0.92907,0.068683560176864,,0.92907,0.000968518950916485
0.9291499999999999,0.6348773077559489,,0.9291499999999999,-0.000793397404802356
0.9292499999999999,1.2818476475535245,,0.9292499999999999,-0.0026383111398714056
0.9293499999999999,1.876968574225276,,0.9293499999999999,-0.004178217233574707
0.9294499999999999,2.4336041116512854,,0.9294499999999999,-0.00549177692221501
0.9295,2.7004770456787908,,0.9295,-0.006081226200816825
0.92951,2.6209257945120665,,0.92951,-0.005809227504122509
0.92953,2.463764087326585,,0.92953,-0.0052770647339256405
0.92957,2.160898231711056,,0.92957,-0.004279777229419028
0.92965,1.5947016401500995,,0.92965,-0.00251786087370039
0.92975,0.947733566092684,,0.92975,-0.0006729471386315326
0.92985,0.35261784359822596,,0.92985,0.0008669589550716237
0.9299499999999999,-0.20402116327920794,,0.9299499999999999,0.0021805186437118193
0.9299999999999999,-0.4708940973060435,,0.9299999999999999,0.0027699679223123206
0.9300099999999999,-0.3913142176367044,,0.9300099999999999,0.0024979692256201476
0.9300299999999999,-0.23418951767685126,,0.9300299999999999,0.0019658064554232153
0.93007,0.068683560176864,,0.93007,0.000968518950916485
0.9301499999999999,0.6348773077559489,,0.9301499999999999,-0.000793397404802356
0.9302499999999999,1.2818476475535245,,0.9302499999999999,-0.0026383111398714056
0.9303499999999999,1.876968574225276,,0.9303499999999999,-0.004178217233574707
0.9304499999999999,2.4336041116512854,,0.9304499999999999,-0.00549177692221501
0.9305,2.7004770456787908,,0.9305,-0.006081226200816825
0.93051,2.6209257945120665,,0.93051,-0.005809227504122509
0.93053,2.463764087326585,,0.93053,-0.0052770647339256405
0.93057,2.160898231711056,,0.93057,-0.004279777229419028
0.93065,1.5947016401500995,,0.93065,-0.00251786087370039
0.93075,0.947733566092684,,0.93075,-0.0006729471386315326
0.93085,0.35261784359822596,,0.93085,0.0008669589550716237
0.9309499999999999,-0.20402116327920794,,0.9309499999999999,0.0021805186437118193
0.9309999999999999,-0.4708940973060435,,0.9309999999999999,0.0027699679223123206
0.9310099999999999,-0.3913142176367044,,0.9310099999999999,0.0024979692256201476
0.9310299999999999,-0.23418951767685126,,0.9310299999999999,0.0019658064554232153
0.93107,0.068683560176864,,0.93107,0.000968518950916485
0.9311499999999999,0.6348773077559489,,0.9311499999999999,-0.000793397404802356
0.9312499999999999,1.2818476475535245,,0.9312499999999999,-0.0026383111398714056
0.9313499999999999,1.876968574225276,,0.9313499999999999,-0.004178217233574707
0.9314499999999999,2.4336041116512854,,0.9314499999999999,-0.00549177692221501
0.9315,2.7004770456787908,,0.9315,-0.006081226200816825
0.93151,2.6209257945120665,,0.93151,-0.005809227504122509
0.93153,2.463764087326585,,0.93153,-0.0052770647339256405
0.93157,2.160898231711056,,0.93157,-0.004279777229419028
0.93165,1.5947016401500995,,0.93165,-0.00251786087370039
0.93175,0.947733566092684,,0.93175,-0.0006729471386315326
0.93185,0.35261784359822596,,0.93185,0.0008669589550716237
0.93195,-0.20402116327920794,,0.93195,0.0021805186437118193
0.9319999999999999,-0.4708940973060435,,0.9319999999999999,0.0027699679223123206
0.9320099999999999,-0.3913142176367044,,0.9320099999999999,0.0024979692256201476
0.9320299999999999,-0.23418951767685126,,0.9320299999999999,0.0019658064554232153
0.93207,0.068683560176864,,0.93207,0.000968518950916485
0.9321499999999999,0.6348773077559489,,0.9321499999999999,-0.000793397404802356
0.9322499999999999,1.2818476475535245,,0.9322499999999999,-0.0026383111398714056
0.9323499999999999,1.876968574225276,,0.9323499999999999,-0.004178217233574707
0.9324499999999999,2.4336041116512854,,0.9324499999999999,-0.00549177692221501
0.9325,2.7004770456787908,,0.9325,-0.006081226200816825
0.93251,2.6209257945120665,,0.93251,-0.005809227504122509
