X--Trace 1::[interactive: TIME],Y--Trace 1::[PR1: V(2)],,X--Trace 2::[interactive: TIME],Y--Trace 2::[PR2: I(V1)]
0,0,,0,0
3.125e-7,0.0013085518526106065,,3.125e-7,-0.00000384763164232294
3.3876625938237374e-7,0.0014207685763712027,,3.3876625938237374e-7,-0.0000041710157734437435
3.912987781471212e-7,0.001635170310974931,,3.912987781471212e-7,-0.000004817750389572131
4.96363815676616e-7,0.002078659629079775,,4.96363815676616e-7,-0.000006111018229279767
7.064938907356058e-7,0.0029598005447087437,,7.064938907356058e-7,-0.000008696746676897882
0.0000011267540408535853,0.004716741600935643,,0.0000011267540408535853,-0.000013864961357782538
0.0000019672743410895443,0.008233206466906503,,0.0000019672743410895443,-0.00002418831565563227
0.000003648314941561462,0.015252907049390191,,0.000003648314941561462,-0.00004478187581283743
0.000007010396142505298,0.029256307484580548,,0.000007010396142505298,-0.00008574964095034661
0.000013734558544392968,0.05707610137978085,,0.000013734558544392968,-0.00016675406065059655
0.000027182883348168313,0.1118387784712834,,0.000027182883348168313,-0.00032461589609013476
0.000054079532955718994,0.21658120409471765,,0.000054079532955718994,-0.0006204989300918224
0.000085329532955719,0.3271947092046151,,0.000085329532955719,-0.000923053533923367
0.000116579532955719,0.4221268767136179,,0.000116579532955719,-0.001171885097704424
0.00014782953295571898,0.4980132341342001,,0.00014782953295571898,-0.0013590451271889962
0.00017907953295571898,0.5521811321396468,,0.00017907953295571898,-0.0014788124023835194
0.00021032953295571898,0.5827775638303763,,0.00021032953295571898,-0.001527925462762366
0.00024157953295571898,0.5888389540712113,,0.00024157953295571898,-0.0015057194491056318
0.000272829532955719,0.5703164779375335,,0.000272829532955719,-0.0014141621419135346
0.000304079532955719,0.5280978809717075,,0.000304079532955719,-0.0012577879014415757
0.00033532953295571904,0.4639600621951441,,0.00033532953295571904,-0.00104353213002682
0.00036657953295571907,0.38051699560107305,,0.00036657953295571907,-0.0007804726929946444
0.0003978295329557191,0.28110217366279305,,0.0003978295329557191,-0.00047948830335276964
0.0004290795329557191,0.1696518583706039,,0.0004290795329557191,-0.00015284706048710332
0.00046032953295571915,0.05056514071389849,,0.00046032953295571915,0.00018625898827790425
0.0004915795329557192,-0.0714890739855972,,0.0004915795329557192,0.0005242153250890894
0.0005228295329557192,-0.19172590352442823,,0.0005228295329557192,0.0008475031593874881
0.0005540795329557192,-0.3054435129034097,,0.0005540795329557192,0.0011432143891928533
0.0005853295329557193,-0.40819389532144856,,0.0005853295329557193,0.0013995434970705228
0.0006165795329557193,-0.4959692382267537,,0.0006165795329557193,0.0016062374418467755
0.0006478295329557193,-0.5653201586106937,,0.0006478295329557193,0.0017549862244911653
0.0006790795329557193,-0.6135377821841884,,0.0006790795329557193,0.001839739089316438
0.0007103295329557194,-0.6387153581603628,,0.0007103295329557194,0.001856934182059208
0.0007415795329557194,-0.6398236731145515,,0.0007415795329557194,0.001805632814596022
0.0007728295329557194,-0.6167953080709019,,0.0007728295329557194,0.0016875531541396221
0.0008040795329557195,-0.5704644133035621,,0.0008040795329557195,0.0015070020218052762
0.0008353295329557195,-0.5025807454753836,,0.0008353295329557195,0.0012707074028455616
0.0008665795329557195,-0.4157208308554944,,0.0008665795329557195,0.0009875580880956611
0.0008978295329557195,-0.3131938675495913,,0.0008978295329557195,0.0006682604365697544
0.0009290795329557196,-0.19890514057460196,,0.0009290795329557196,0.00032492543550678227
0.0009603295329557196,-0.07723006670461247,,0.0009603295329557196,-0.000029398085957237302
0.0009915795329557195,0.04718053102372788,,0.0009915795329557195,-0.00038122616288878544
0.0010228295329557195,0.16956654129590432,,0.0010228295329557195,-0.0007171590124123035
0.0010540795329557196,0.28524466527633074,,0.0010540795329557196,-0.0010243970159790083
0.0010853295329557196,0.3897849486775631,,0.0010853295329557196,-0.001291233546028948
0.0011165795329557196,0.47918391962034157,,0.0011165795329557196,-0.0015075057060970286
0.0011478295329557197,0.5500271644238761,,0.0011478295329557197,-0.0016649856700599662
0.0011790795329557197,0.5995931259641225,,0.0011790795329557197,-0.0017576975883095646
0.0012103295329557197,0.6259983124555697,,0.0012103295329557197,-0.001782147888463581
0.0012415795329557197,0.6282336898920949,,0.0012415795329557197,-0.0017374601258820165
0.0012728295329557198,0.6062307078586608,,0.0012728295329557198,-0.001625409206859309
0.0013040795329557198,0.5608337039091176,,0.0013040795329557198,-0.0014503536739635262
0.0013353295329557198,0.4938049151986934,,0.0013353295329557198,-0.0012190686599970427
0.0013665795329557198,0.40771734437645735,,0.0013665795329557198,-0.000940485933927556
0.0013978295329557199,0.3058967006104531,,0.0013978295329557199,-0.000625351032200133
0.00142907953295572,0.19225549594496025,,0.00142907953295572,-0.00028581065489189115
0.00146032953295572,0.07116861971811778,,0.00146032953295572,0.00006505381423003663
0.00149157953295572,-0.0527061380291427,,0.00149157953295572,0.0004137287345171645
0.00152282953295572,-0.17460404929950296,,0.00152282953295572,0.0007467872717027947
0.00155407953295572,-0.2898363947873914,,0.00155407953295572,0.0010514051480930264
0.00158532953295572,-0.39397042976258434,,0.00158532953295572,0.0013158532576743906
0.00161657953295572,-0.4829991709906287,,0.00161657953295572,0.0015299482133739413
0.00164782953295572,-0.5535009916797526,,0.00164782953295572,0.0016854435105143047
0.0016790795329557201,-0.6027618417264851,,0.0016790795329557201,0.0017763462727409056
0.0017103295329557202,-0.6288856877251627,,0.0017103295329557202,0.001799147406657884
0.0017415795329557202,-0.6308678447243636,,0.0017415795329557202,0.0017529563191873631
